8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8
8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8
8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8
8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8
8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8
8,8,8,8,29,27,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8
8,8,8,8,-1,-1,-1,8,15,-1,-1,27,-1,-1,28,-1,-1,27,-1,-1,29,-1,-1,28,-1,-1,27,-1,-1,29,-1,27,-1,28,-1,29,-1,28,-1,-1,27,-1,-1,28,-1,-1,27,-1,29,-1,28,-1,28,-1,29,-1,-1,-1,8,-1,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-1,8,8,8,8,8
8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,11,11,-1,-1,-1,11,11,-1,-1,-1,11,11,11,-1,11,11,11,11,-1,-1,11,-1,-1,-1,11,-1,11,-1,-1,11,-1,11,11,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,8,8,8,8,8
8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,11,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,11,-1,-1,-1,11,11,-1,-1,11,-1,11,-1,-1,11,-1,11,-1,11,-1,-1,11,-1,-1,-1,-1,-1,-1,8,8,8,8,8
8,8,8,8,-1,-1,24,-1,-1,-1,24,-1,-1,-1,-1,8,11,-1,11,11,-1,11,-1,11,11,-1,-1,11,11,-1,-1,-1,11,-1,-1,-1,-1,11,-1,11,-1,11,-1,11,-1,-1,11,-1,11,11,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,8,8,8,8,8
8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,11,-1,-1,11,-1,11,-1,-1,11,-1,-1,11,-1,-1,-1,11,-1,-1,-1,-1,-1,11,-1,-1,11,11,-1,11,-1,-1,11,-1,11,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8
8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,11,11,-1,-1,-1,11,11,-1,-1,-1,11,11,11,-1,11,11,11,11,-1,-1,11,-1,-1,-1,11,-1,-1,11,11,-1,-1,11,11,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,8,8,8,8,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
